"id","Time","Source","Destination","Protocol","Length","Info","Destination Port","Source Port"
"2118","2013-11-08 15:41:39.794566","fa:c2:75:a9:05:c4","Broadcast","ARP","60","Who has 192.168.2.14?  Tell 192.168.2.10","",""
"2119","2013-11-08 15:41:40.101775","192.168.2.81","239.255.255.250","SSDP","329","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2120","2013-11-08 15:41:40.408949","192.168.2.81","239.255.255.250","SSDP","337","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2121","2013-11-08 15:41:40.716161","192.168.2.81","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2122","2013-11-08 15:41:41.023312","IntelCor_4b:44:9d","Broadcast","ARP","42","Who has 192.168.2.79?  Tell 192.168.2.87","",""
"2123","2013-11-08 15:41:41.330559","192.168.2.81","239.255.255.250","SSDP","395","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2124","2013-11-08 15:41:41.637670","192.168.2.78","192.168.2.255","BJNP","58","Scanner Command: Discover","canon-bjnp2","49374"
"2125","2013-11-08 15:41:41.637713","192.168.2.78","224.0.0.1","BJNP","58","Scanner Command: Discover","canon-bjnp2","51284"
"2126","2013-11-08 15:41:41.638031","192.168.2.81","239.255.255.250","SSDP","393","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2127","2013-11-08 15:41:41.944948","IntelCor_4b:44:9d","Broadcast","ARP","42","Who has 192.168.2.79?  Tell 192.168.2.87","",""
"2128","2013-11-08 15:41:42.866565","IntelCor_4b:44:9d","Broadcast","ARP","42","Who has 192.168.2.79?  Tell 192.168.2.87","",""
"2129","2013-11-08 15:41:43.480881","192.168.2.80","192.168.2.255","BJNP","60","Scanner Command: Discover","canon-bjnp2","60817"
"2130","2013-11-08 15:41:43.480915","192.168.2.80","224.0.0.1","BJNP","60","Scanner Command: Discover","canon-bjnp2","65027"
"2131","2013-11-08 15:41:44.095334","192.168.2.94","255.255.255.255","DB-LSP-DISC","215","Dropbox LAN sync Discovery Protocol","db-lsp-disc","db-lsp-disc"
"2132","2013-11-08 15:41:44.095531","192.168.2.94","192.168.2.255","DB-LSP-DISC","215","Dropbox LAN sync Discovery Protocol","db-lsp-disc","db-lsp-disc"
"2133","2013-11-08 15:41:44.095934","108.160.163.47","192.168.2.67","HTTP","245","HTTP/1.1 200 OK  (text/plain)","51215","http"
"2134","2013-11-08 15:41:44.095978","192.168.2.67","108.160.163.47","TCP","66","51215 > http [ACK] Seq=466 Ack=359 Win=33030 Len=0 TSval=196811309 TSecr=351899912","http","51215"
"2135","2013-11-08 15:41:44.098350","192.168.2.67","108.160.163.47","HTTP","531","GET /subscribe?host_int=9984975&ns_map=1307106_2997148442529362402,1307269_6046384521846452869,409925286_172208617126,245670535_41992140923527,153611788_43103284748,1307085_6002692455199404493,364980015_-1,98933938_12983835826&user_id=581330&nid=1382901614646819073&ts=1383921704 HTTP/1.1 ","http","51215"
"2136","2013-11-08 15:41:44.282542","108.160.163.47","192.168.2.67","TCP","66","http > 51215 [ACK] Seq=359 Ack=931 Win=83 Len=0 TSval=351899975 TSecr=196811311","51215","http"
"2137","2013-11-08 15:41:44.615308","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2138","2013-11-08 15:41:44.654123","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=54 Win=1002 Len=0 TSval=579805883 TSecr=196811826","51240","xmpp-client"
"2139","2013-11-08 15:41:44.654223","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2140","2013-11-08 15:41:44.677056","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=55 Win=1002 Len=0 TSval=579805906 TSecr=196811864","51240","xmpp-client"
"2141","2013-11-08 15:41:44.677199","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2142","2013-11-08 15:41:44.699994","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=56 Win=1002 Len=0 TSval=579805929 TSecr=196811886","51240","xmpp-client"
"2143","2013-11-08 15:41:44.700141","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2144","2013-11-08 15:41:44.709681","Apple_bc:bd:d6","Broadcast","ARP","60","Who has 192.168.2.231?  Tell 192.168.2.8","",""
"2145","2013-11-08 15:41:44.723816","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=57 Win=1002 Len=0 TSval=579805952 TSecr=196811908","51240","xmpp-client"
"2146","2013-11-08 15:41:44.723952","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2147","2013-11-08 15:41:44.747303","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=58 Win=1002 Len=0 TSval=579805976 TSecr=196811932","51240","xmpp-client"
"2148","2013-11-08 15:41:44.747393","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2149","2013-11-08 15:41:44.772348","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=59 Win=1002 Len=0 TSval=579806001 TSecr=196811955","51240","xmpp-client"
"2150","2013-11-08 15:41:44.772447","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2151","2013-11-08 15:41:44.795364","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=60 Win=1002 Len=0 TSval=579806024 TSecr=196811980","51240","xmpp-client"
"2152","2013-11-08 15:41:44.795499","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2153","2013-11-08 15:41:44.818785","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=61 Win=1002 Len=0 TSval=579806047 TSecr=196812003","51240","xmpp-client"
"2154","2013-11-08 15:41:44.818935","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2155","2013-11-08 15:41:44.842151","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=62 Win=1002 Len=0 TSval=579806071 TSecr=196812026","51240","xmpp-client"
"2156","2013-11-08 15:41:44.842247","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2157","2013-11-08 15:41:44.865365","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=63 Win=1002 Len=0 TSval=579806094 TSecr=196812049","51240","xmpp-client"
"2158","2013-11-08 15:41:44.865502","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2159","2013-11-08 15:41:44.872722","107.23.104.135","192.168.2.67","TLSv1","96","Application Data","51247","https"
"2160","2013-11-08 15:41:44.872792","192.168.2.67","107.23.104.135","TCP","66","51247 > https [ACK] Seq=103 Ack=121 Win=33105 Len=0 TSval=196812079 TSecr=1900654888","https","51247"
"2161","2013-11-08 15:41:44.874758","192.168.2.67","107.23.104.135","TLSv1","100","Application Data","https","51247"
"2162","2013-11-08 15:41:44.888244","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=64 Win=1002 Len=0 TSval=579806117 TSecr=196812072","51240","xmpp-client"
"2163","2013-11-08 15:41:44.888347","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2164","2013-11-08 15:41:44.911551","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=65 Win=1002 Len=0 TSval=579806140 TSecr=196812093","51240","xmpp-client"
"2165","2013-11-08 15:41:44.911666","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2166","2013-11-08 15:41:44.934407","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=66 Win=1002 Len=0 TSval=579806163 TSecr=196812115","51240","xmpp-client"
"2167","2013-11-08 15:41:44.934529","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2168","2013-11-08 15:41:44.959303","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=67 Win=1002 Len=0 TSval=579806186 TSecr=196812137","51240","xmpp-client"
"2169","2013-11-08 15:41:44.959464","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2170","2013-11-08 15:41:44.991253","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=68 Win=1002 Len=0 TSval=579806220 TSecr=196812161","51240","xmpp-client"
"2171","2013-11-08 15:41:44.991398","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2172","2013-11-08 15:41:44.998861","107.23.104.135","192.168.2.67","TCP","66","https > 51247 [ACK] Seq=121 Ack=137 Win=331 Len=0 TSval=1900654919 TSecr=196812080","51247","https"
"2173","2013-11-08 15:41:45.014258","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=69 Win=1002 Len=0 TSval=579806243 TSecr=196812192","51240","xmpp-client"
"2174","2013-11-08 15:41:45.014476","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2175","2013-11-08 15:41:45.016854","Apple_41:8a:6e","Broadcast","ARP","42","Who has 192.168.2.98?  Tell 192.168.2.78","",""
"2176","2013-11-08 15:41:45.016899","192.168.2.83","192.168.2.255","BJNP","60","Scanner Command: Discover","canon-bjnp2","64718"
"2177","2013-11-08 15:41:45.016983","192.168.2.83","224.0.0.1","BJNP","60","Printer Command: Unknown code (2)","canon-bjnp2","52177"
"2178","2013-11-08 15:41:45.037300","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=70 Win=1002 Len=0 TSval=579806266 TSecr=196812214","51240","xmpp-client"
"2179","2013-11-08 15:41:45.037434","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2180","2013-11-08 15:41:45.062645","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=71 Win=1002 Len=0 TSval=579806291 TSecr=196812237","51240","xmpp-client"
"2181","2013-11-08 15:41:45.063730","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2182","2013-11-08 15:41:45.086800","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=72 Win=1002 Len=0 TSval=579806316 TSecr=196812262","51240","xmpp-client"
"2183","2013-11-08 15:41:45.086898","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2184","2013-11-08 15:41:45.110212","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=73 Win=1002 Len=0 TSval=579806339 TSecr=196812285","51240","xmpp-client"
"2185","2013-11-08 15:41:45.111198","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2186","2013-11-08 15:41:45.134283","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=74 Win=1002 Len=0 TSval=579806363 TSecr=196812308","51240","xmpp-client"
"2187","2013-11-08 15:41:45.134396","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2188","2013-11-08 15:41:45.157465","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=75 Win=1002 Len=0 TSval=579806386 TSecr=196812332","51240","xmpp-client"
"2189","2013-11-08 15:41:45.157844","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2190","2013-11-08 15:41:45.180729","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=76 Win=1002 Len=0 TSval=579806409 TSecr=196812355","51240","xmpp-client"
"2191","2013-11-08 15:41:45.180849","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2192","2013-11-08 15:41:45.203808","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=77 Win=1002 Len=0 TSval=579806432 TSecr=196812378","51240","xmpp-client"
"2193","2013-11-08 15:41:45.203969","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2194","2013-11-08 15:41:45.226740","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=78 Win=1002 Len=0 TSval=579806456 TSecr=196812400","51240","xmpp-client"
"2195","2013-11-08 15:41:45.226952","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"2196","2013-11-08 15:41:45.250340","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1 Ack=79 Win=1002 Len=0 TSval=579806479 TSecr=196812422","51240","xmpp-client"
"2197","2013-11-08 15:41:45.324660","Apple_41:8a:6e","Broadcast","ARP","42","Who has 192.168.2.51?  Tell 192.168.2.78","",""
"2198","2013-11-08 15:41:45.631704","Apple_bc:bd:d6","Broadcast","ARP","60","Who has 192.168.2.231?  Tell 192.168.2.8","",""
"2199","2013-11-08 15:41:46.303611","192.168.2.67","173.194.44.46","TLSv1","103","Application Data","https","55327"
"2200","2013-11-08 15:41:46.336682","173.194.44.46","192.168.2.67","TCP","66","https > 55327 [ACK] Seq=3498 Ack=1837 Win=42304 Len=0 TSval=302121046 TSecr=196813493","55327","https"
"2201","2013-11-08 15:41:46.337015","173.194.44.46","192.168.2.67","TLSv1","103","Application Data","55327","https"
"2202","2013-11-08 15:41:46.337080","192.168.2.67","173.194.44.46","TCP","66","55327 > https [ACK] Seq=1837 Ack=3535 Win=66608 Len=0 TSval=196813526 TSecr=302121047","https","55327"
"2203","2013-11-08 15:41:46.552782","Apple_bc:bd:d6","Broadcast","ARP","60","Who has 192.168.2.231?  Tell 192.168.2.8","",""
"2204","2013-11-08 15:41:46.601827","192.168.2.67","192.168.2.255","BJNP","58","Scanner Command: Discover","canon-bjnp2","63303"
"2205","2013-11-08 15:41:46.601843","192.168.2.67","224.0.0.1","BJNP","58","Printer Command: Unknown code (2)","canon-bjnp2","53813"
"2206","2013-11-08 15:41:46.860337","Apple_41:8a:6e","Broadcast","ARP","42","Who has 192.168.2.98?  Tell 192.168.2.78","",""
"2207","2013-11-08 15:41:47.167443","IntelCor_4b:44:9d","Broadcast","ARP","42","Who has 192.168.2.79?  Tell 192.168.2.87","",""
"2208","2013-11-08 15:41:47.167450","Apple_41:8a:6e","Broadcast","ARP","42","Who has 192.168.2.51?  Tell 192.168.2.78","",""
"2209","2013-11-08 15:41:47.781719","Apple_bc:bd:d6","Broadcast","ARP","60","Who has 192.168.2.231?  Tell 192.168.2.8","",""
"2210","2013-11-08 15:41:47.781852","IntelCor_4b:44:9d","Broadcast","ARP","42","Who has 192.168.2.79?  Tell 192.168.2.87","",""
"2211","2013-11-08 15:41:49.010504","IntelCor_4b:44:9d","Broadcast","ARP","42","Who has 192.168.2.79?  Tell 192.168.2.87","",""
"2212","2013-11-08 15:41:49.317795","192.168.2.81","239.255.255.250","SSDP","337","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2213","2013-11-08 15:41:49.318206","192.168.2.81","239.255.255.250","SSDP","337","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2214","2013-11-08 15:41:49.318440","192.168.2.81","239.255.255.250","SSDP","337","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2215","2013-11-08 15:41:49.643927","64.4.23.151","192.168.2.67","TCP","69","40026 > 51190 [PSH, ACK] Seq=9 Ack=922 Win=83 Len=3 TSval=2312210913 TSecr=196806250","51190","40026"
"2216","2013-11-08 15:41:49.643991","192.168.2.67","64.4.23.151","TCP","66","51190 > 40026 [ACK] Seq=922 Ack=12 Win=33118 Len=0 TSval=196816823 TSecr=2312210913","40026","51190"
"2217","2013-11-08 15:41:49.835133","64.4.23.151","192.168.2.67","TCP","76","40026 > 51190 [PSH, ACK] Seq=12 Ack=922 Win=83 Len=10 TSval=2312210967 TSecr=196816823","51190","40026"
"2218","2013-11-08 15:41:49.835213","192.168.2.67","64.4.23.151","TCP","66","51190 > 40026 [ACK] Seq=922 Ack=22 Win=33115 Len=0 TSval=196817014 TSecr=2312210967","40026","51190"
"2219","2013-11-08 15:41:49.835314","192.168.2.67","64.4.23.151","TCP","70","51190 > 40026 [PSH, ACK] Seq=922 Ack=22 Win=33120 Len=4 TSval=196817014 TSecr=2312210967","40026","51190"
"2220","2013-11-08 15:41:50.138911","64.4.23.151","192.168.2.67","TCP","66","40026 > 51190 [ACK] Seq=22 Ack=926 Win=83 Len=0 TSval=2312211025 TSecr=196817014","51190","40026"
"2221","2013-11-08 15:41:50.853898","192.168.2.81","239.255.255.250","SSDP","393","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2222","2013-11-08 15:41:50.853973","Apple_41:8a:6e","Broadcast","ARP","42","Who has 192.168.2.98?  Tell 192.168.2.78","",""
"2223","2013-11-08 15:41:51.161025","192.168.2.81","239.255.255.250","SSDP","393","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2224","2013-11-08 15:41:51.161333","192.168.2.81","239.255.255.250","SSDP","395","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2225","2013-11-08 15:41:51.161474","Apple_41:8a:6e","Broadcast","ARP","42","Who has 192.168.2.51?  Tell 192.168.2.78","",""
"2226","2013-11-08 15:41:51.161673","192.168.2.80","224.0.0.251","MDNS","92","Standard query 0x0000  A apples-and-oranges-5.local, ""QM"" question AAAA apples-and-oranges-5.local, ""QM"" question","mdns","mdns"
"2227","2013-11-08 15:41:51.161758","fe80::223:6cff:fe89:ad3d","ff02::fb","MDNS","112","Standard query 0x0000  A apples-and-oranges-5.local, ""QM"" question AAAA apples-and-oranges-5.local, ""QM"" question","mdns","mdns"
"2228","2013-11-08 15:41:51.468181","192.168.2.80","224.0.0.251","MDNS","144","Standard query response 0x0000  AAAA, cache flush fe80::223:6cff:fe89:ad3d A, cache flush 192.168.2.80","mdns","mdns"
"2229","2013-11-08 15:41:51.468218","fe80::223:6cff:fe89:ad3d","ff02::fb","MDNS","164","Standard query response 0x0000  AAAA, cache flush fe80::223:6cff:fe89:ad3d A, cache flush 192.168.2.80","mdns","mdns"
"2230","2013-11-08 15:41:51.468514","192.168.2.81","239.255.255.250","SSDP","393","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2231","2013-11-08 15:41:52.082573","192.168.2.81","239.255.255.250","SSDP","329","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2232","2013-11-08 15:41:52.082653","192.168.2.83","192.168.2.255","BJNP","60","Scanner Command: Discover","canon-bjnp2","59686"
"2233","2013-11-08 15:41:52.082775","192.168.2.83","224.0.0.1","BJNP","60","Printer Command: Unknown code (2)","canon-bjnp2","56163"
"2234","2013-11-08 15:41:52.083220","192.168.2.81","239.255.255.250","SSDP","393","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2235","2013-11-08 15:41:52.697021","192.168.2.81","239.255.255.250","SSDP","337","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2236","2013-11-08 15:41:52.697327","192.168.2.81","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2237","2013-11-08 15:41:53.004281","192.168.2.81","239.255.255.250","SSDP","395","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2238","2013-11-08 15:41:53.311458","192.168.2.81","239.255.255.250","SSDP","393","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2239","2013-11-08 15:41:53.618660","192.168.2.8","224.0.0.1","UDP","79","Source port: asia  Destination port: asia","asia","asia"
"2240","2013-11-08 15:41:53.683193","192.168.2.67","192.168.2.255","BJNP","58","Scanner Command: Discover","canon-bjnp2","62031"
"2241","2013-11-08 15:41:53.683505","192.168.2.67","224.0.0.1","BJNP","58","Scanner Command: Discover","canon-bjnp2","59712"
"2242","2013-11-08 15:41:55.154585","192.168.2.94","192.168.2.255","UDP","86","Source port: 57621  Destination port: 57621","57621","57621"
"2243","2013-11-08 15:41:55.769126","192.168.2.81","239.255.255.250","SSDP","329","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2244","2013-11-08 15:41:55.769171","192.168.2.78","192.168.2.255","BJNP","58","Scanner Command: Discover","canon-bjnp2","63168"
"2245","2013-11-08 15:41:55.769331","192.168.2.78","224.0.0.1","BJNP","58","Scanner Command: Discover","canon-bjnp2","57113"
"2246","2013-11-08 15:41:55.769631","192.168.2.81","239.255.255.250","SSDP","337","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2247","2013-11-08 15:41:55.769962","192.168.2.81","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2248","2013-11-08 15:41:56.076264","192.168.2.81","239.255.255.250","SSDP","329","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2249","2013-11-08 15:41:56.383512","192.168.2.81","239.255.255.250","SSDP","329","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2250","2013-11-08 15:41:56.383662","192.168.2.86","255.255.255.255","DB-LSP-DISC","155","Dropbox LAN sync Discovery Protocol","db-lsp-disc","db-lsp-disc"
"2251","2013-11-08 15:41:56.383853","192.168.2.86","192.168.2.255","DB-LSP-DISC","155","Dropbox LAN sync Discovery Protocol","db-lsp-disc","db-lsp-disc"
"2252","2013-11-08 15:41:56.690663","192.168.2.81","239.255.255.250","SSDP","329","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2253","2013-11-08 15:41:56.998005","192.168.2.81","239.255.255.250","SSDP","395","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2254","2013-11-08 15:41:56.998298","192.168.2.81","239.255.255.250","SSDP","337","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2255","2013-11-08 15:41:56.998568","192.168.2.81","239.255.255.250","SSDP","337","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2256","2013-11-08 15:41:57.305090","192.168.2.81","239.255.255.250","SSDP","337","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2257","2013-11-08 15:41:57.612233","192.168.2.81","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2258","2013-11-08 15:41:57.612574","192.168.2.81","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2259","2013-11-08 15:41:57.612678","192.168.2.80","192.168.2.255","BJNP","60","Scanner Command: Discover","canon-bjnp2","53684"
"2260","2013-11-08 15:41:57.612803","192.168.2.80","224.0.0.1","BJNP","60","Scanner Command: Discover","canon-bjnp2","56127"
"2261","2013-11-08 15:41:57.613208","192.168.2.81","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2262","2013-11-08 15:41:57.919673","192.168.2.81","239.255.255.250","SSDP","393","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2263","2013-11-08 15:41:58.074999","192.168.2.67","255.255.255.255","DB-LSP-DISC","220","Dropbox LAN sync Discovery Protocol","db-lsp-disc","db-lsp-disc"
"2264","2013-11-08 15:41:58.075333","192.168.2.67","192.168.2.255","DB-LSP-DISC","220","Dropbox LAN sync Discovery Protocol","db-lsp-disc","db-lsp-disc"
"2265","2013-11-08 15:41:58.226718","192.168.2.81","239.255.255.250","SSDP","395","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2266","2013-11-08 15:41:58.227021","192.168.2.81","239.255.255.250","SSDP","395","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2267","2013-11-08 15:41:58.533945","192.168.2.81","239.255.255.250","SSDP","395","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2268","2013-11-08 15:41:58.841084","192.168.2.81","239.255.255.250","SSDP","393","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2269","2013-11-08 15:41:58.841405","192.168.2.81","239.255.255.250","SSDP","393","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2270","2013-11-08 15:41:58.841771","192.168.2.81","239.255.255.250","SSDP","329","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2271","2013-11-08 15:41:59.148281","192.168.2.81","239.255.255.250","SSDP","337","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2272","2013-11-08 15:41:59.148619","192.168.2.81","239.255.255.250","SSDP","393","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2273","2013-11-08 15:41:59.148723","192.168.2.83","192.168.2.255","BJNP","60","Scanner Command: Discover","canon-bjnp2","63239"
"2274","2013-11-08 15:41:59.148880","192.168.2.83","224.0.0.1","BJNP","60","Printer Command: Unknown code (2)","canon-bjnp2","51643"
"2275","2013-11-08 15:41:59.455449","192.168.2.81","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2276","2013-11-08 15:41:59.762671","192.168.2.81","239.255.255.250","SSDP","395","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2277","2013-11-08 15:42:00.684445","Netgear_63:01:49","LLDP_Multicast","LLDP","60","Chassis Id = 10:0d:7f:63:01:47 Port Id = g6 TTL = 120 ","",""
"2278","2013-11-08 15:42:00.684477","192.168.2.81","239.255.255.250","SSDP","393","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"2279","2013-11-08 15:42:00.765286","192.168.2.67","192.168.2.255","BJNP","58","Scanner Command: Discover","canon-bjnp2","57193"
"2280","2013-11-08 15:42:00.765560","192.168.2.67","224.0.0.1","BJNP","58","Scanner Command: Discover","canon-bjnp2","59432"
"2281","2013-11-08 15:42:02.058348","192.168.2.67","78.31.8.51","SSL","77","Continuation Data","https","51227"
"2282","2013-11-08 15:42:02.154428","78.31.8.51","192.168.2.67","SSL","77","Continuation Data","51227","https"
"2283","2013-11-08 15:42:02.154507","192.168.2.67","78.31.8.51","TCP","66","51227 > https [ACK] Seq=12 Ack=23 Win=33114 Len=0 TSval=196829314 TSecr=855003366","https","51227"
"2284","2013-11-08 15:42:03.045058","192.168.2.67","86.2.37.242","UDP","151","Source port: 36283  Destination port: 47158","47158","36283"
"2285","2013-11-08 15:42:03.141847","192.168.2.78","192.168.2.255","BJNP","58","Scanner Command: Discover","canon-bjnp2","58389"
"2286","2013-11-08 15:42:04.370874","192.168.2.80","255.255.255.255","DB-LSP-DISC","174","Dropbox LAN sync Discovery Protocol","db-lsp-disc","db-lsp-disc"
"2287","2013-11-08 15:42:04.370881","192.168.2.80","192.168.2.255","DB-LSP-DISC","174","Dropbox LAN sync Discovery Protocol","db-lsp-disc","db-lsp-disc"
"2288","2013-11-08 15:42:04.370939","Apple_9a:40:50","Broadcast","ARP","42","Who has 192.168.2.153?  Tell 192.168.2.81","",""
"2289","2013-11-08 15:42:04.677861","192.168.2.80","192.168.2.255","BJNP","60","Scanner Command: Discover","canon-bjnp2","55300"
"2290","2013-11-08 15:42:04.677899","192.168.2.80","224.0.0.1","BJNP","60","Scanner Command: Discover","canon-bjnp2","56990"
